order_id,courier_id,region_id,city,lng,lat,accept_time,delivery_time,delivery_duration_minutes,delivery_distance_km,previous_tasks,previous_accept_time,minutes_since_previous_accept,tasks_previous_1h,tasks_previous_3h,accept_hour,accept_minute,accept_day,accept_weekday,is_weekend,time_period,distance_group,ds
3488370,75,53,Jilin,126.55941,43.82038,1900-05-16 08:18:00,1900-05-16 12:07:00,229.0,1.072191958627784,11,1900-05-16 08:18:00,0.0,7,7,8,18,16,2,0,Morning,1–3 km,516
3881538,75,53,Jilin,126.55635,43.82477,1900-05-16 08:18:00,1900-05-16 12:49:00,271.0,1.5853383762043516,12,1900-05-16 08:18:00,0.0,7,7,8,18,16,2,0,Morning,1–3 km,516
1250151,75,53,Jilin,126.56794,43.82084,1900-05-16 08:38:00,1900-05-16 10:21:00,103.0,0.9736252877628577,13,1900-05-16 08:18:00,20.0,12,12,8,38,16,2,0,Morning,0–1 km,516
2042254,75,53,Jilin,126.56645,43.82376,1900-05-16 08:38:00,1900-05-16 10:45:00,127.0,1.6113715010546996,14,1900-05-16 08:38:00,0.0,12,12,8,38,16,2,0,Morning,1–3 km,516
2071570,75,53,Jilin,126.56783,43.8234,1900-05-16 08:38:00,1900-05-16 10:33:00,115.0,1.3432433399052142,15,1900-05-16 08:38:00,0.0,12,12,8,38,16,2,0,Morning,1–3 km,516
2831818,75,53,Jilin,126.56796,43.83059,1900-05-16 08:38:00,1900-05-16 11:24:00,166.0,2.0588584368507856,16,1900-05-16 08:38:00,0.0,12,12,8,38,16,2,0,Morning,1–3 km,516
2840099,75,53,Jilin,126.57027,43.82462,1900-05-16 08:38:00,1900-05-16 10:59:00,141.0,1.3935555292489938,17,1900-05-16 08:38:00,0.0,12,12,8,38,16,2,0,Morning,1–3 km,516
294171,75,53,Jilin,126.57319,43.82845,1900-05-16 08:39:00,1900-05-16 11:13:00,154.0,1.9036406493111981,18,1900-05-16 08:38:00,1.0,17,17,8,39,16,2,0,Morning,1–3 km,516
1395292,75,53,Jilin,126.57046,43.8265,1900-05-16 08:39:00,1900-05-16 11:07:00,148.0,1.6635049451222932,19,1900-05-16 08:39:00,0.0,17,17,8,39,16,2,0,Morning,1–3 km,516
2246150,75,53,Jilin,126.56511,43.81899,1900-05-16 08:50:00,1900-05-16 09:55:00,65.0,0.760527545351227,20,1900-05-16 08:39:00,11.0,19,19,8,50,16,2,0,Morning,0–1 km,516
3480823,75,53,Jilin,126.56839,43.81534,1900-05-16 08:50:00,1900-05-16 10:11:00,81.0,0.39477694048999773,21,1900-05-16 08:50:00,0.0,19,19,8,50,16,2,0,Morning,0–1 km,516
3828079,75,53,Jilin,126.56391,43.81435,1900-05-16 08:50:00,1900-05-16 09:23:00,33.0,0.39468949439780293,22,1900-05-16 08:50:00,0.0,19,19,8,50,16,2,0,Morning,0–1 km,516
804776,75,53,Jilin,126.56679,43.81366,1900-05-16 08:51:00,1900-05-16 09:00:00,9.0,0.21561782953822506,23,1900-05-16 08:50:00,1.0,22,22,8,51,16,2,0,Morning,0–1 km,516
244563,75,53,Jilin,126.57182,43.82418,1900-05-16 14:28:00,1900-05-16 15:17:00,49.0,1.360761070016069,24,1900-05-16 08:51:00,337.0,0,0,14,28,16,2,0,Afternoon,1–3 km,516
1619606,75,53,Jilin,126.5727,43.82088,1900-05-16 14:28:00,1900-05-16 14:57:00,29.0,1.0623474482783433,25,1900-05-16 14:28:00,0.0,0,0,14,28,16,2,0,Afternoon,1–3 km,516
2960100,75,53,Jilin,126.57874,43.82328,1900-05-16 14:29:00,1900-05-16 18:21:00,232.0,3.9677636365207016,26,1900-05-16 14:28:00,1.0,2,2,14,29,16,2,0,Afternoon,3–5 km,516
3662566,75,53,Jilin,126.57601,43.82277,1900-05-16 14:29:00,1900-05-16 16:18:00,109.0,1.5097655833828163,27,1900-05-16 14:29:00,0.0,2,2,14,29,16,2,0,Afternoon,1–3 km,516
4211919,75,53,Jilin,126.57446,43.82026,1900-05-16 14:29:00,1900-05-16 15:45:00,76.0,1.1274250621409445,28,1900-05-16 14:29:00,0.0,2,2,14,29,16,2,0,Afternoon,1–3 km,516
2040005,75,53,Jilin,126.54461,43.82472,1900-05-17 08:20:00,1900-05-17 13:40:00,320.0,2.35392009313165,29,1900-05-16 14:29:00,1071.0,0,0,8,20,17,3,0,Morning,1–3 km,517
2417920,75,53,Jilin,126.55815,43.83239,1900-05-17 08:20:00,1900-05-17 14:25:00,365.0,2.3201762802774777,30,1900-05-17 08:20:00,0.0,0,0,8,20,17,3,0,Morning,1–3 km,517
2747949,75,53,Jilin,126.55595,43.83219,1900-05-17 08:20:00,1900-05-17 14:15:00,355.0,2.429683285600726,31,1900-05-17 08:20:00,0.0,0,0,8,20,17,3,0,Morning,1–3 km,517
1262094,75,53,Jilin,126.55372,43.82541,1900-05-17 08:21:00,1900-05-17 12:35:00,254.0,1.7740643520422554,32,1900-05-17 08:20:00,1.0,3,3,8,21,17,3,0,Morning,1–3 km,517
1450250,75,53,Jilin,126.55104,43.82453,1900-05-17 08:21:00,1900-05-17 13:26:00,305.0,1.8830077697771572,33,1900-05-17 08:21:00,0.0,3,3,8,21,17,3,0,Morning,1–3 km,517
4139382,75,53,Jilin,126.5538,43.82333,1900-05-17 08:21:00,1900-05-17 11:59:00,218.0,1.5766369059508287,34,1900-05-17 08:21:00,0.0,3,3,8,21,17,3,0,Morning,1–3 km,517
2419384,75,53,Jilin,126.55374,43.82555,1900-05-17 08:22:00,1900-05-17 12:42:00,260.0,1.7786892931373859,35,1900-05-17 08:21:00,1.0,6,6,8,22,17,3,0,Morning,1–3 km,517
3157604,75,53,Jilin,126.5532,43.82281,1900-05-17 08:22:00,1900-05-17 12:07:00,225.0,1.605430860745584,36,1900-05-17 08:22:00,0.0,6,6,8,22,17,3,0,Morning,1–3 km,517
745721,75,53,Jilin,126.55723,43.82473,1900-05-17 08:23:00,1900-05-17 12:18:00,235.0,1.589406017819615,37,1900-05-17 08:22:00,1.0,8,8,8,23,17,3,0,Morning,1–3 km,517
3484968,75,53,Jilin,126.5616,43.82513,1900-05-17 08:23:00,1900-05-17 11:35:00,192.0,1.5584066876759481,38,1900-05-17 08:23:00,0.0,8,8,8,23,17,3,0,Morning,1–3 km,517
4169341,75,53,Jilin,126.56027,43.82542,1900-05-17 08:23:00,1900-05-17 14:36:00,373.0,1.5825168630845237,39,1900-05-17 08:23:00,0.0,8,8,8,23,17,3,0,Morning,1–3 km,517
732277,75,53,Jilin,126.56586,43.82962,1900-05-17 08:43:00,1900-05-17 11:12:00,149.0,1.9375987515104771,40,1900-05-17 08:23:00,20.0,11,11,8,43,17,3,0,Morning,1–3 km,517
1384798,75,53,Jilin,126.56778,43.82906,1900-05-17 08:43:00,1900-05-17 10:56:00,133.0,1.8715414879664811,41,1900-05-17 08:43:00,0.0,11,11,8,43,17,3,0,Morning,1–3 km,517
4482320,75,53,Jilin,126.56586,43.83065,1900-05-17 08:43:00,1900-05-17 11:06:00,143.0,2.0636149067751637,42,1900-05-17 08:43:00,0.0,11,11,8,43,17,3,0,Morning,1–3 km,517
4360409,75,53,Jilin,126.56512,43.82567,1900-05-17 08:50:00,1900-05-17 10:11:00,81.0,1.452649884048542,43,1900-05-17 08:43:00,7.0,14,14,8,50,17,3,0,Morning,1–3 km,517
1230749,75,53,Jilin,126.56389,43.81433,1900-05-17 08:55:00,1900-05-17 09:37:00,42.0,0.3565175276617787,44,1900-05-17 08:50:00,5.0,15,15,8,55,17,3,0,Morning,0–1 km,517
1828018,75,53,Jilin,126.56506,43.81646,1900-05-17 08:55:00,1900-05-17 09:48:00,53.0,0.4965951771993001,45,1900-05-17 08:55:00,0.0,15,15,8,55,17,3,0,Morning,0–1 km,517
2581889,75,53,Jilin,126.56886,43.81447,1900-05-17 08:55:00,1900-05-17 09:16:00,21.0,0.2022410358766646,46,1900-05-17 08:55:00,0.0,15,15,8,55,17,3,0,Morning,0–1 km,517
3002643,75,53,Jilin,126.56416,43.81652,1900-05-17 08:55:00,1900-05-17 18:31:00,576.0,3.922954920379744,47,1900-05-17 08:55:00,0.0,15,15,8,55,17,3,0,Morning,3–5 km,517
4130513,75,53,Jilin,126.57323,43.82172,1900-05-17 14:54:00,1900-05-17 15:59:00,65.0,1.2849410817946187,48,1900-05-17 08:55:00,359.0,0,0,14,54,17,3,0,Afternoon,1–3 km,517
319272,75,53,Jilin,126.57735,43.81872,1900-05-17 14:55:00,1900-05-17 16:13:00,78.0,1.1270058996577266,49,1900-05-17 14:54:00,1.0,1,1,14,55,17,3,0,Afternoon,1–3 km,517
1219822,75,53,Jilin,126.57432,43.82268,1900-05-17 14:55:00,1900-05-17 15:47:00,52.0,1.3034286436653588,50,1900-05-17 14:55:00,0.0,1,1,14,55,17,3,0,Afternoon,1–3 km,517
1561883,75,53,Jilin,126.56926,43.81565,1900-05-17 14:55:00,1900-05-17 15:10:00,15.0,0.4552339356631644,51,1900-05-17 14:55:00,0.0,1,1,14,55,17,3,0,Afternoon,0–1 km,517
1916258,75,53,Jilin,126.56984,43.81822,1900-05-17 14:55:00,1900-05-17 15:16:00,21.0,0.7600913817330179,52,1900-05-17 14:55:00,0.0,1,1,14,55,17,3,0,Afternoon,0–1 km,517
4398127,75,53,Jilin,126.57794,43.82519,1900-05-17 14:55:00,1900-05-17 16:34:00,99.0,1.5217814326044683,53,1900-05-17 14:55:00,0.0,1,1,14,55,17,3,0,Afternoon,1–3 km,517
3335875,75,53,Jilin,126.57283,43.82409,1900-05-19 12:37:00,1900-05-19 16:32:00,235.0,1.4035419567485738,54,1900-05-17 14:55:00,2742.0,0,0,12,37,19,5,1,Afternoon,1–3 km,519
2817517,75,53,Jilin,126.57478,43.81939,1900-05-19 12:49:00,1900-05-19 15:46:00,177.0,1.0654924897181164,55,1900-05-19 12:37:00,12.0,1,1,12,49,19,5,1,Afternoon,1–3 km,519
1954355,75,53,Jilin,126.57205,43.82185,1900-05-22 09:11:00,1900-05-22 10:12:00,61.0,1.1800668166135273,56,1900-05-19 12:49:00,4102.0,0,0,9,11,22,1,0,Morning,1–3 km,522
3663999,75,53,Jilin,126.57092,43.82923,1900-05-22 15:06:00,1900-05-22 18:46:00,220.0,1.8737445179787853,57,1900-05-22 09:11:00,355.0,0,0,15,6,22,1,0,Afternoon,1–3 km,522
624791,75,53,Jilin,126.5473,43.8233,1900-05-26 08:49:00,1900-05-26 18:40:00,591.0,0.37521817451900075,58,1900-05-22 15:06:00,5383.0,0,0,8,49,26,5,1,Morning,0–1 km,526
3589986,75,53,Jilin,126.54392,43.82411,1900-05-28 09:07:00,1900-05-28 14:47:00,340.0,2.2395399234975395,59,1900-05-26 08:49:00,2898.0,0,0,9,7,28,0,0,Morning,1–3 km,528
2878170,75,53,Jilin,126.55968,43.8334,1900-05-28 09:08:00,1900-05-28 13:57:00,289.0,2.3292487374476294,60,1900-05-28 09:07:00,1.0,1,1,9,8,28,0,0,Morning,1–3 km,528
494856,75,53,Jilin,126.56129,43.82723,1900-05-28 09:18:00,1900-05-28 13:41:00,263.0,1.8156855528923632,61,1900-05-28 09:08:00,10.0,2,2,9,18,28,0,0,Morning,1–3 km,528
376033,75,53,Jilin,126.55586,43.83309,1900-05-28 09:23:00,1900-05-28 14:10:00,287.0,2.4818155509961626,62,1900-05-28 09:18:00,5.0,3,3,9,23,28,0,0,Morning,1–3 km,528
2382484,75,53,Jilin,126.5659,43.83053,1900-05-28 09:24:00,1900-05-28 12:57:00,213.0,2.1233338299380256,63,1900-05-28 09:23:00,1.0,4,4,9,24,28,0,0,Morning,1–3 km,528
3409125,75,53,Jilin,126.57407,43.82772,1900-05-28 09:42:00,1900-05-28 11:59:00,137.0,1.8187118377446843,64,1900-05-28 09:24:00,18.0,5,5,9,42,28,0,0,Morning,1–3 km,528
913402,75,53,Jilin,126.56478,43.82851,1900-05-28 09:47:00,1900-05-28 10:53:00,66.0,1.7863543973830498,65,1900-05-28 09:42:00,5.0,6,6,9,47,28,0,0,Morning,1–3 km,528
3468505,75,53,Jilin,126.56641,43.82388,1900-05-28 09:47:00,1900-05-28 10:28:00,41.0,1.2992584796715265,66,1900-05-28 09:47:00,0.0,6,6,9,47,28,0,0,Morning,1–3 km,528
4106134,75,53,Jilin,126.56531,43.8259,1900-05-28 09:48:00,1900-05-28 10:40:00,52.0,1.580839215793536,67,1900-05-28 09:47:00,1.0,8,8,9,48,28,0,0,Morning,1–3 km,528
2044449,75,53,Jilin,126.5454,43.82421,1900-05-28 14:53:00,1900-05-28 14:54:00,1.0,0.011231261012279004,68,1900-05-28 09:48:00,305.0,0,0,14,53,28,0,0,Afternoon,0–1 km,528
2560086,75,53,Jilin,126.56836,43.81546,1900-05-28 15:44:00,1900-05-28 20:04:00,260.0,0.22106184126364103,69,1900-05-28 14:53:00,51.0,1,1,15,44,28,0,0,Afternoon,0–1 km,528
3108221,75,53,Jilin,126.56542,43.81298,1900-05-28 15:52:00,1900-05-28 16:11:00,19.0,0.1601984669961378,70,1900-05-28 15:44:00,8.0,2,2,15,52,28,0,0,Afternoon,0–1 km,528
2754824,75,53,Jilin,126.565,43.82892,1900-05-29 08:21:00,1900-05-29 13:46:00,325.0,1.9031068335108747,71,1900-05-28 15:52:00,989.0,0,0,8,21,29,1,0,Morning,1–3 km,529
2953574,75,53,Jilin,126.56777,43.83091,1900-05-29 08:21:00,1900-05-29 13:36:00,315.0,2.051864027891472,72,1900-05-29 08:21:00,0.0,0,0,8,21,29,1,0,Morning,1–3 km,529
3609603,75,53,Jilin,126.54781,43.8254,1900-05-29 08:21:00,1900-05-29 14:10:00,349.0,2.1914371094997573,73,1900-05-29 08:21:00,0.0,0,0,8,21,29,1,0,Morning,1–3 km,529
4399014,75,53,Jilin,126.56843,43.82334,1900-05-29 08:21:00,1900-05-29 11:36:00,195.0,1.2737039131559236,74,1900-05-29 08:21:00,0.0,0,0,8,21,29,1,0,Morning,1–3 km,529
589982,75,53,Jilin,126.56835,43.82466,1900-05-29 08:22:00,1900-05-29 11:23:00,181.0,1.3829515002316555,75,1900-05-29 08:21:00,1.0,4,4,8,22,29,1,0,Morning,1–3 km,529
675101,75,53,Jilin,126.56673,43.82569,1900-05-29 08:22:00,1900-05-29 11:18:00,176.0,1.4867186002782973,76,1900-05-29 08:22:00,0.0,4,4,8,22,29,1,0,Morning,1–3 km,529
780901,75,53,Jilin,126.57389,43.82651,1900-05-29 08:23:00,1900-05-29 13:16:00,293.0,1.690262357832526,77,1900-05-29 08:22:00,1.0,6,6,8,23,29,1,0,Morning,1–3 km,529
2559605,75,53,Jilin,126.57302,43.82728,1900-05-29 08:23:00,1900-05-29 13:08:00,285.0,1.7552122687905716,78,1900-05-29 08:23:00,0.0,6,6,8,23,29,1,0,Morning,1–3 km,529
1785257,75,53,Jilin,126.57068,43.82984,1900-05-29 08:24:00,1900-05-29 13:21:00,297.0,1.8871013955806597,79,1900-05-29 08:23:00,1.0,8,8,8,24,29,1,0,Morning,1–3 km,529
2577080,75,53,Jilin,126.57073,43.82388,1900-05-29 08:24:00,1900-05-29 11:44:00,200.0,1.388776745341754,80,1900-05-29 08:24:00,0.0,8,8,8,24,29,1,0,Morning,1–3 km,529
1170797,75,53,Jilin,126.57664,43.82518,1900-05-29 08:31:00,1900-05-29 12:48:00,257.0,1.6435999673051647,81,1900-05-29 08:24:00,7.0,10,10,8,31,29,1,0,Morning,1–3 km,529
1437900,75,53,Jilin,126.57618,43.82151,1900-05-29 08:31:00,1900-05-29 12:31:00,240.0,1.3220034992899392,82,1900-05-29 08:31:00,0.0,10,10,8,31,29,1,0,Morning,1–3 km,529
2798661,75,53,Jilin,126.57917,43.82332,1900-05-29 08:31:00,1900-05-29 13:02:00,271.0,1.6283231793908624,83,1900-05-29 08:31:00,0.0,10,10,8,31,29,1,0,Morning,1–3 km,529
382781,75,53,Jilin,126.57057,43.82316,1900-05-29 08:37:00,1900-05-29 11:53:00,196.0,1.2790129711688218,84,1900-05-29 08:31:00,6.0,13,13,8,37,29,1,0,Morning,1–3 km,529
415167,75,53,Jilin,126.57026,43.8211,1900-05-29 08:37:00,1900-05-29 12:11:00,214.0,1.0453227149077302,85,1900-05-29 08:37:00,0.0,13,13,8,37,29,1,0,Morning,1–3 km,529
3548925,75,53,Jilin,126.57048,43.82182,1900-05-29 08:37:00,1900-05-29 11:59:00,202.0,1.11614923165091,86,1900-05-29 08:37:00,0.0,13,13,8,37,29,1,0,Morning,1–3 km,529
206113,75,53,Jilin,126.56616,43.81719,1900-05-29 08:54:00,1900-05-29 10:29:00,95.0,0.6041749416332315,87,1900-05-29 08:37:00,17.0,16,16,8,54,29,1,0,Morning,0–1 km,529
2319499,75,53,Jilin,126.5676,43.816,1900-05-29 08:54:00,1900-05-29 10:21:00,87.0,0.45309125257826005,88,1900-05-29 08:54:00,0.0,16,16,8,54,29,1,0,Morning,0–1 km,529
275272,75,53,Jilin,126.56504,43.81367,1900-05-29 09:02:00,1900-05-29 09:15:00,13.0,0.22306641074696434,89,1900-05-29 08:54:00,8.0,18,18,9,2,29,1,0,Morning,0–1 km,529
1875450,75,53,Jilin,126.56417,43.80941,1900-05-29 09:02:00,1900-05-29 09:21:00,19.0,0.3568923857227955,90,1900-05-29 09:02:00,0.0,18,18,9,2,29,1,0,Morning,0–1 km,529
2803877,75,53,Jilin,126.56759,43.814,1900-05-29 09:02:00,1900-05-29 09:28:00,26.0,0.3413934753203268,91,1900-05-29 09:02:00,0.0,18,18,9,2,29,1,0,Morning,0–1 km,529
3024109,75,53,Jilin,126.56624,43.83051,1900-05-29 15:21:00,1900-05-29 19:51:00,270.0,2.0679660437576515,92,1900-05-29 09:02:00,379.0,0,0,15,21,29,1,0,Afternoon,1–3 km,529
3274685,75,53,Jilin,126.56779,43.83081,1900-05-29 15:21:00,1900-05-29 19:44:00,263.0,2.041645412444573,93,1900-05-29 15:21:00,0.0,0,0,15,21,29,1,0,Afternoon,1–3 km,529
667468,75,53,Jilin,126.572,43.82651,1900-05-29 15:22:00,1900-05-29 19:15:00,233.0,1.7397852666807347,94,1900-05-29 15:21:00,1.0,2,2,15,22,29,1,0,Afternoon,1–3 km,529
3305489,75,53,Jilin,126.57229,43.82682,1900-05-29 15:22:00,1900-05-29 19:10:00,228.0,1.7409414213049703,95,1900-05-29 15:22:00,0.0,2,2,15,22,29,1,0,Afternoon,1–3 km,529
4374041,75,53,Jilin,126.57078,43.82999,1900-05-29 15:22:00,1900-05-29 19:38:00,256.0,1.863215292168312,96,1900-05-29 15:22:00,0.0,2,2,15,22,29,1,0,Afternoon,1–3 km,529
2814614,75,53,Jilin,126.57676,43.82473,1900-05-29 15:25:00,1900-05-29 18:45:00,200.0,1.6171982479411788,97,1900-05-29 15:22:00,3.0,5,5,15,25,29,1,0,Afternoon,1–3 km,529
2826223,75,53,Jilin,126.57601,43.82598,1900-05-29 15:25:00,1900-05-29 18:51:00,206.0,1.68790575407355,98,1900-05-29 15:25:00,0.0,5,5,15,25,29,1,0,Afternoon,1–3 km,529
3283821,75,53,Jilin,126.57539,43.82295,1900-05-29 15:25:00,1900-05-29 18:39:00,194.0,1.4739743751062624,99,1900-05-29 15:25:00,0.0,5,5,15,25,29,1,0,Afternoon,1–3 km,529
4079505,75,53,Jilin,126.57611,43.82167,1900-05-29 15:25:00,1900-05-29 18:29:00,184.0,1.3069222075665217,100,1900-05-29 15:25:00,0.0,5,5,15,25,29,1,0,Afternoon,1–3 km,529
1303199,75,53,Jilin,126.56548,43.82218,1900-05-29 15:31:00,1900-05-29 17:11:00,100.0,1.191679806648537,101,1900-05-29 15:25:00,6.0,9,9,15,31,29,1,0,Afternoon,1–3 km,529
1694175,75,53,Jilin,126.56776,43.82572,1900-05-29 15:31:00,1900-05-29 17:28:00,117.0,1.5465720478815836,102,1900-05-29 15:31:00,0.0,9,9,15,31,29,1,0,Afternoon,1–3 km,529
2593769,75,53,Jilin,126.56834,43.82468,1900-05-29 15:31:00,1900-05-29 17:34:00,123.0,1.4243318519979478,103,1900-05-29 15:31:00,0.0,9,9,15,31,29,1,0,Afternoon,1–3 km,529
3513470,75,53,Jilin,126.57071,43.82378,1900-05-29 15:31:00,1900-05-29 17:53:00,142.0,1.3812273756543652,104,1900-05-29 15:31:00,0.0,9,9,15,31,29,1,0,Afternoon,1–3 km,529
3587146,75,53,Jilin,126.57004,43.82436,1900-05-29 15:31:00,1900-05-29 17:42:00,131.0,1.3461925101798442,105,1900-05-29 15:31:00,0.0,9,9,15,31,29,1,0,Afternoon,1–3 km,529
416081,75,53,Jilin,126.56397,43.82139,1900-05-29 15:32:00,1900-05-29 17:04:00,92.0,0.9967734982381102,106,1900-05-29 15:31:00,1.0,14,14,15,32,29,1,0,Afternoon,0–1 km,529
1356272,75,53,Jilin,126.5699,43.8193,1900-05-29 15:32:00,1900-05-29 15:46:00,14.0,0.012457577132449377,107,1900-05-29 15:32:00,0.0,14,14,15,32,29,1,0,Afternoon,0–1 km,529
1522085,75,53,Jilin,126.57066,43.82329,1900-05-29 15:32:00,1900-05-29 18:00:00,148.0,1.2825149816044628,108,1900-05-29 15:32:00,0.0,14,14,15,32,29,1,0,Afternoon,1–3 km,529
2292586,75,53,Jilin,126.56856,43.82333,1900-05-29 15:32:00,1900-05-29 17:47:00,135.0,1.2952912304883275,109,1900-05-29 15:32:00,0.0,14,14,15,32,29,1,0,Afternoon,1–3 km,529
3265527,75,53,Jilin,126.57192,43.82033,1900-05-29 15:32:00,1900-05-29 18:12:00,160.0,1.0709197742726697,110,1900-05-29 15:32:00,0.0,14,14,15,32,29,1,0,Afternoon,1–3 km,529
3750489,75,53,Jilin,126.57735,43.81872,1900-05-29 15:32:00,1900-05-29 18:23:00,171.0,1.1102949017376007,111,1900-05-29 15:32:00,0.0,14,14,15,32,29,1,0,Afternoon,1–3 km,529
17346,75,53,Jilin,126.56508,43.81354,1900-05-29 15:47:00,1900-05-29 16:00:00,13.0,0.23474839520219176,112,1900-05-29 15:32:00,15.0,20,20,15,47,29,1,0,Afternoon,0–1 km,529
1155840,75,53,Jilin,126.56872,43.81316,1900-05-29 15:47:00,1900-05-29 19:30:00,223.0,1.881751628555353,113,1900-05-29 15:47:00,0.0,20,20,15,47,29,1,0,Afternoon,1–3 km,529
1819785,75,53,Jilin,126.56572,43.81909,1900-05-29 15:47:00,1900-05-29 16:31:00,44.0,0.8048446797797852,114,1900-05-29 15:47:00,0.0,20,20,15,47,29,1,0,Afternoon,0–1 km,529
4152652,75,53,Jilin,126.56609,43.81722,1900-05-29 15:47:00,1900-05-29 16:26:00,39.0,0.5474466563097491,115,1900-05-29 15:47:00,0.0,20,20,15,47,29,1,0,Afternoon,0–1 km,529
4237539,75,53,Jilin,126.56428,43.81464,1900-05-29 15:47:00,1900-05-29 16:14:00,27.0,0.45258173179222544,116,1900-05-29 15:47:00,0.0,20,20,15,47,29,1,0,Afternoon,0–1 km,529
3195459,75,53,Jilin,126.5693,43.81579,1900-05-29 15:48:00,1900-05-29 16:39:00,51.0,0.46707381093884365,117,1900-05-29 15:47:00,1.0,25,25,15,48,29,1,0,Afternoon,0–1 km,529
289628,75,53,Jilin,126.54539,43.82449,1900-05-30 08:53:00,1900-05-30 13:09:00,256.0,2.181892751716355,118,1900-05-29 15:48:00,1025.0,0,0,8,53,30,2,0,Morning,1–3 km,530
300263,75,53,Jilin,126.5448,43.82436,1900-05-30 08:53:00,1900-05-30 13:00:00,247.0,2.295773184306242,119,1900-05-30 08:53:00,0.0,0,0,8,53,30,2,0,Morning,1–3 km,530
960084,75,53,Jilin,126.54678,43.82477,1900-05-30 08:53:00,1900-05-30 12:27:00,214.0,2.1307299383653655,120,1900-05-30 08:53:00,0.0,0,0,8,53,30,2,0,Morning,1–3 km,530
2953867,75,53,Jilin,126.54774,43.82697,1900-05-30 08:53:00,1900-05-30 12:46:00,233.0,2.1472240334952217,121,1900-05-30 08:53:00,0.0,0,0,8,53,30,2,0,Morning,1–3 km,530
4331158,75,53,Jilin,126.56752,43.82846,1900-05-30 08:59:00,1900-05-30 12:08:00,189.0,1.8658846758747614,122,1900-05-30 08:53:00,6.0,4,4,8,59,30,2,0,Morning,1–3 km,530
1025751,75,53,Jilin,126.56566,43.8298,1900-05-30 09:00:00,1900-05-30 12:15:00,195.0,1.933283399015072,123,1900-05-30 08:59:00,1.0,5,5,9,0,30,2,0,Morning,1–3 km,530
533327,75,53,Jilin,126.57066,43.82991,1900-05-30 09:06:00,1900-05-30 11:53:00,167.0,1.8781340734818937,124,1900-05-30 09:00:00,6.0,6,6,9,6,30,2,0,Morning,1–3 km,530
552753,75,53,Jilin,126.5744,43.82843,1900-05-30 09:06:00,1900-05-30 11:42:00,156.0,1.8618293440495313,125,1900-05-30 09:06:00,0.0,6,6,9,6,30,2,0,Morning,1–3 km,530
2758546,75,53,Jilin,126.56671,43.82063,1900-05-30 09:14:00,1900-05-30 10:05:00,51.0,0.9505026240025315,126,1900-05-30 09:06:00,8.0,8,8,9,14,30,2,0,Morning,0–1 km,530
334529,75,53,Jilin,126.56539,43.8222,1900-05-30 09:15:00,1900-05-30 10:31:00,76.0,1.199175940150044,127,1900-05-30 09:14:00,1.0,9,9,9,15,30,2,0,Morning,1–3 km,530
